root_form,form_name,filed_at,reporting_for,entity_name,ticker,company_cik,company_cik_trimmed,place_of_business,incorporated_location,file_num,film_num,file_num_search_url,filing_details_url,filing_document_url
NPORT-P,,2024-04-01,2024-01-31,VANGUARD MUNICIPAL BOND FUNDS,,0000225997,225997,"Valley Forge, Pennsylvania",Delaware,811-02687,24807356,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-02687&action=getcompany,https://www.sec.gov/Archives/edgar/data/225997/000175272424076015/0001752724-24-076015-index.html,https://www.sec.gov/Archives/edgar/data/225997/000175272424076015/vg_highyieldtaxexempt.htm
DRS,Draft registration statement,2024-03-05,,"Grupo Aeromexico, S.A.B. de C.V.",,0001561861,1561861,"Mexico, D.f., Mexico",Mexico,377-06751,24718077,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=377-06751&action=getcompany,https://www.sec.gov/Archives/edgar/data/1561861/000095012324002775/0000950123-24-002775-index.html,https://www.sec.gov/Archives/edgar/data/1561861/000095012324002775/filename2.htm
DRS,Draft registration statement,2024-03-05,,"Grupo Aeromexico, S.A.B. de C.V.",,0001561861,1561861,"Mexico, D.f., Mexico",Mexico,377-06751,24718077,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=377-06751&action=getcompany,https://www.sec.gov/Archives/edgar/data/1561861/000095012324002775/0000950123-24-002775-index.html,https://www.sec.gov/Archives/edgar/data/1561861/000095012324002775/filename3.htm
NPORT-P,,2024-03-28,2024-01-31,"T. Rowe Price Summit Municipal Funds, Inc.",,0000912029,912029,"Baltimore, Maryland",Maryland,811-07095,24796707,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07095&action=getcompany,https://www.sec.gov/Archives/edgar/data/912029/000091202924000019/0000912029-24-000019-index.html,https://www.sec.gov/Archives/edgar/data/912029/000091202924000019/70B8TRP013124.htm
NPORT-P,,2024-03-22,2024-01-31,Nuveen Dynamic Municipal Opportunities Fund,NDMO,0001793129,1793129,"Chicago, Illinois",Massachusetts,811-23489,24774471,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-23489&action=getcompany,https://www.sec.gov/Archives/edgar/data/1793129/000175272424063445/0001752724-24-063445-index.html,https://www.sec.gov/Archives/edgar/data/1793129/000175272424063445/primary_doc.xml
NPORT-P,,2024-02-28,2023-12-31,NUVEEN INVESTMENT FUNDS INC,,0000820892,820892,"Chicago, Illinois",Maryland,811-05309,24689697,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-05309&action=getcompany,https://www.sec.gov/Archives/edgar/data/820892/000175272424043658/0001752724-24-043658-index.html,https://www.sec.gov/Archives/edgar/data/820892/000175272424043658/primary_doc.xml
NPORT-P,,2024-01-26,2023-11-30,"T. Rowe Price Tax-Free Short-Intermediate Fund, Inc.",,0000730200,7302,"Baltimore, Maryland",Maryland,811-03872,24564459,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-03872&action=getcompany,https://www.sec.gov/Archives/edgar/data/7302/000073020024000005/0000730200-24-000005-index.html,https://www.sec.gov/Archives/edgar/data/7302/000073020024000005/primary_doc.xml
NPORT-P,,2024-03-28,2024-01-31,"T. Rowe Price Summit Municipal Funds, Inc.",,0000912029,912029,"Baltimore, Maryland",Maryland,811-07095,24796707,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07095&action=getcompany,https://www.sec.gov/Archives/edgar/data/912029/000091202924000019/0000912029-24-000019-index.html,https://www.sec.gov/Archives/edgar/data/912029/000091202924000019/primary_doc.xml
NPORT-P,,2024-01-25,2023-11-30,NUVEEN MULTISTATE TRUST II /MA/,,0001018975,1018975,"Chicago, Illinois",Massachusetts,811-07755,24560579,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07755&action=getcompany,https://www.sec.gov/Archives/edgar/data/1018975/000175272424013475/0001752724-24-013475-index.html,https://www.sec.gov/Archives/edgar/data/1018975/000175272424013475/primary_doc.xml
NPORT-P,,2024-01-25,2023-11-30,NUVEEN MULTISTATE TRUST IV,,0001018973,1018973,"Chicago, Illinois",Massachusetts,811-07751,24560699,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07751&action=getcompany,https://www.sec.gov/Archives/edgar/data/1018973/000175272424013527/0001752724-24-013527-index.html,https://www.sec.gov/Archives/edgar/data/1018973/000175272424013527/primary_doc.xml
NPORT-P,,2024-02-29,2023-12-31,NUVEEN MUNICIPAL TRUST/MA,,0001020660,102066,"Chicago, Illinois",Massachusetts,811-07873,24699350,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07873&action=getcompany,https://www.sec.gov/Archives/edgar/data/102066/000175272424047385/0001752724-24-047385-index.html,https://www.sec.gov/Archives/edgar/data/102066/000175272424047385/primary_doc.xml
D,Notice of sales of unregistered securities,2024-03-18,,"Centinel Spine, LLC",,0001727729,1727729,"New York, New York",Delaware,021-507881,24758627,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=021-507881&action=getcompany,https://www.sec.gov/Archives/edgar/data/1727729/000172772924000001/0001727729-24-000001-index.html,https://www.sec.gov/Archives/edgar/data/1727729/000172772924000001/primary_doc.xml
NPORT-P,,2024-03-22,2024-01-31,Nuveen Managed Accounts Portfolios Trust,,0001390204,1390204,"Chicago, Illinois",Massachusetts,811-22023,24774469,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22023&action=getcompany,https://www.sec.gov/Archives/edgar/data/1390204/000175272424063442/0001752724-24-063442-index.html,https://www.sec.gov/Archives/edgar/data/1390204/000175272424063442/primary_doc.xml
NPORT-P,,2024-01-26,2023-11-30,"T. Rowe Price State Tax-Free Funds, Inc.",,0000795384,795384,"Baltimore, Maryland",Maryland,811-04521,24564470,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-04521&action=getcompany,https://www.sec.gov/Archives/edgar/data/795384/000079538424000030/0000795384-24-000030-index.html,https://www.sec.gov/Archives/edgar/data/795384/000079538424000030/primary_doc.xml
NPORT-P,,2024-02-27,2023-12-31,NUVEEN MUNICIPAL TRUST/MA,,0001020660,102066,"Chicago, Illinois",Massachusetts,811-07873,24686325,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07873&action=getcompany,https://www.sec.gov/Archives/edgar/data/102066/000175272424043142/0001752724-24-043142-index.html,https://www.sec.gov/Archives/edgar/data/102066/000175272424043142/primary_doc.xml
NPORT-P,,2024-02-23,2023-12-31,"Federated Hermes Municipal Bond Fund, Inc.",,0000201801,201801,"Warrendale, Pennsylvania",Maryland,811-02677,24668609,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-02677&action=getcompany,https://www.sec.gov/Archives/edgar/data/201801/000114554924007342/0001145549-24-007342-index.html,https://www.sec.gov/Archives/edgar/data/201801/000114554924007342/poi_fhmunibondfundinc.htm
NPORT-P,,2024-01-25,2023-11-30,Nuveen California Quality Municipal Income Fund,NAC,0001074952,1074952,"Chicago, Illinois",Massachusetts,811-09161,24560706,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-09161&action=getcompany,https://www.sec.gov/Archives/edgar/data/1074952/000175272424013533/0001752724-24-013533-index.html,https://www.sec.gov/Archives/edgar/data/1074952/000175272424013533/primary_doc.xml
NPORT-P,,2024-01-26,2023-11-30,JPMorgan Trust I,,0001217286,1217286,"New York, New York",Delaware,811-21295,24565141,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-21295&action=getcompany,https://www.sec.gov/Archives/edgar/data/1217286/000175272424014872/0001752724-24-014872-index.html,https://www.sec.gov/Archives/edgar/data/1217286/000175272424014872/primary_doc.xml
NPORT-P,,2024-03-27,2024-01-31,THRIVENT MUTUAL FUNDS,,0000811869,811869,"Minneapolis, Minnesota",[],811-05075,24789882,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-05075&action=getcompany,https://www.sec.gov/Archives/edgar/data/811869/000175272424071554/0001752724-24-071554-index.html,https://www.sec.gov/Archives/edgar/data/811869/000175272424071554/primary_doc.xml
10-K,Annual report,2024-03-27,2023-12-31,Sky Harbour Group Corp,"SKYH, SKYH-WT",0001823587,1823587,"Omaha, Nebraska",Delaware,001-39648,24790523,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39648&action=getcompany,https://www.sec.gov/Archives/edgar/data/1823587/000143774924009585/0001437749-24-009585-index.html,https://www.sec.gov/Archives/edgar/data/1823587/000143774924009585/ex_642912.htm
10-K,Annual report,2024-02-28,2023-12-31,Bumble Inc.,BMBL,0001830043,1830043,"Austin, Texas",[],001-40054,24695595,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40054&action=getcompany,https://www.sec.gov/Archives/edgar/data/1830043/000095017024022104/0000950170-24-022104-index.html,https://www.sec.gov/Archives/edgar/data/1830043/000095017024022104/bmbl-ex99_1.htm
10-K,Annual report,2024-03-12,2023-12-31,UBS Commercial Mortgage Trust 2017-C7,,0001724177,1724177,"New York, New York",Delaware,333-207340-08,24740786,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207340-08&action=getcompany,https://www.sec.gov/Archives/edgar/data/1724177/000188852424003158/0001888524-24-003158-index.html,https://www.sec.gov/Archives/edgar/data/1724177/000188852424003158/ubs17c07_10k-2023.htm
10-K,Annual report,2024-02-08,2023-12-30,Gates Industrial Corp plc,GTES,0001718512,1718512,"Denver, Colorado",United Kingdom,001-38366,24609962,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38366&action=getcompany,https://www.sec.gov/Archives/edgar/data/1718512/000171851224000010/0001718512-24-000010-index.html,https://www.sec.gov/Archives/edgar/data/1718512/000171851224000010/exhibit991-section13rdiscl.htm
NPORT-P,,2024-03-26,2024-01-31,"PRINCIPAL FUNDS, INC.",,0000898745,898745,"Des Moines, Iowa",Maryland,811-07572,24781484,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07572&action=getcompany,https://www.sec.gov/Archives/edgar/data/898745/000175272424066841/0001752724-24-066841-index.html,https://www.sec.gov/Archives/edgar/data/898745/000175272424066841/primary_doc.xml
10-K,Annual report,2024-03-12,2023-12-31,UBS Commercial Mortgage Trust 2017-C7,,0001724177,1724177,"New York, New York",Delaware,333-207340-08,24740786,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207340-08&action=getcompany,https://www.sec.gov/Archives/edgar/data/1724177/000188852424003158/0001888524-24-003158-index.html,https://www.sec.gov/Archives/edgar/data/1724177/000188852424003158/ubs17c07_31.htm
NPORT-P,,2024-02-26,2023-12-31,MFS MUNICIPAL SERIES TRUST,,0000751656,751656,"Boston, Massachusetts",Massachusetts,811-04096,24673962,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-04096&action=getcompany,https://www.sec.gov/Archives/edgar/data/751656/000175272424037837/0001752724-24-037837-index.html,https://www.sec.gov/Archives/edgar/data/751656/000175272424037837/primary_doc.xml
NPORT-P,,2024-01-25,2023-11-30,DBX ETF TRUST,,0001503123,1503123,"New York, New York",Delaware,811-22487,24559026,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22487&action=getcompany,https://www.sec.gov/Archives/edgar/data/1503123/000175272424012215/0001752724-24-012215-index.html,https://www.sec.gov/Archives/edgar/data/1503123/000175272424012215/primary_doc.xml
NPORT-P,,2024-01-26,2023-11-30,"T. Rowe Price Tax-Free Short-Intermediate Fund, Inc.",,0000730200,7302,"Baltimore, Maryland",Maryland,811-03872,24564459,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-03872&action=getcompany,https://www.sec.gov/Archives/edgar/data/7302/000073020024000005/0000730200-24-000005-index.html,https://www.sec.gov/Archives/edgar/data/7302/000073020024000005/7012TRP113023.htm
8-K,Current report,2024-03-14,2024-03-14,OMNIQ Corp.,OMQS,0000278165,278165,"Salt Lake City, Utah",Delaware,001-40768,24748063,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40768&action=getcompany,https://www.sec.gov/Archives/edgar/data/278165/000149315224009901/0001493152-24-009901-index.html,https://www.sec.gov/Archives/edgar/data/278165/000149315224009901/ex99-1.htm
NPORT-P,,2024-03-25,2024-01-31,Nuveen Quality Municipal Income Fund,NAD,0001083839,1083839,"Chicago, Illinois",Massachusetts,811-09297,24777549,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-09297&action=getcompany,https://www.sec.gov/Archives/edgar/data/1083839/000175272424065295/0001752724-24-065295-index.html,https://www.sec.gov/Archives/edgar/data/1083839/000175272424065295/primary_doc.xml
20-F,Annual report - foreign issuer,2024-03-28,2023-12-31,CORPORACION AMERICA AIRPORTS S.A.,CAAP,0001717393,1717393,"Luxembourg, Luxembourg",Luxembourg,001-38354,24793289,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38354&action=getcompany,https://www.sec.gov/Archives/edgar/data/1717393/000141057824000331/0001410578-24-000331-index.html,https://www.sec.gov/Archives/edgar/data/1717393/000141057824000331/caap-20231231x20f.htm
NPORT-P,,2024-04-01,2024-01-31,VANGUARD MUNICIPAL BOND FUNDS,,0000225997,225997,"Valley Forge, Pennsylvania",Delaware,811-02687,24807363,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-02687&action=getcompany,https://www.sec.gov/Archives/edgar/data/225997/000175272424076013/0001752724-24-076013-index.html,https://www.sec.gov/Archives/edgar/data/225997/000175272424076013/vg_taxexemptbondindex.htm
NPORT-P,,2024-01-17,2023-11-30,Franklin California Tax Free Income Fund,,0000225375,225375,"San Mateo, California",Florida,811-02790,24537465,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-02790&action=getcompany,https://www.sec.gov/Archives/edgar/data/225375/000175272424005820/0001752724-24-005820-index.html,https://www.sec.gov/Archives/edgar/data/225375/000175272424005820/primary_doc.xml
NPORT-P,,2024-04-01,2024-01-31,VANGUARD MUNICIPAL BOND FUNDS,,0000225997,225997,"Valley Forge, Pennsylvania",Delaware,811-02687,24807360,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-02687&action=getcompany,https://www.sec.gov/Archives/edgar/data/225997/000175272424075988/0001752724-24-075988-index.html,https://www.sec.gov/Archives/edgar/data/225997/000175272424075988/vg_intermedtermtaxexemfund.htm
6-K,Current report,2024-01-08,2024-01-08,CORPORACION AMERICA AIRPORTS S.A.,CAAP,0001717393,1717393,"Luxembourg, Luxembourg",Luxembourg,001-38354,24520528,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38354&action=getcompany,https://www.sec.gov/Archives/edgar/data/1717393/000115752324000033/0001157523-24-000033-index.html,https://www.sec.gov/Archives/edgar/data/1717393/000115752324000033/a53878759ex99_1.htm
NPORT-P,,2024-02-28,2023-12-31,NUVEEN SELECT TAX FREE INCOME PORTFOLIO,NXP,0000883618,883618,"Chicago, Illinois",[],811-06548,24691748,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-06548&action=getcompany,https://www.sec.gov/Archives/edgar/data/883618/000175272424045210/0001752724-24-045210-index.html,https://www.sec.gov/Archives/edgar/data/883618/000175272424045210/primary_doc.xml
NPORT-P,,2024-03-27,2024-01-31,BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST,BFZ,0001137391,1137391,"Wilmington, Delaware",Delaware,811-10331,24788552,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-10331&action=getcompany,https://www.sec.gov/Archives/edgar/data/1137391/000175272424070967/0001752724-24-070967-index.html,https://www.sec.gov/Archives/edgar/data/1137391/000175272424070967/primary_doc.xml
NPORT-P,,2024-02-28,2023-12-31,NUVEEN INVESTMENT FUNDS INC,,0000820892,820892,"Chicago, Illinois",Maryland,811-05309,24689697,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-05309&action=getcompany,https://www.sec.gov/Archives/edgar/data/820892/000175272424043658/0001752724-24-043658-index.html,https://www.sec.gov/Archives/edgar/data/820892/000175272424043658/tiaa_FSTF.htm
NPORT-P,,2024-03-25,2024-01-31,NUVEEN MUNICIPAL VALUE FUND INC,NUV,0000812801,812801,"Chicago, Illinois",Minnesota,811-05120,24777544,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-05120&action=getcompany,https://www.sec.gov/Archives/edgar/data/812801/000175272424065293/0001752724-24-065293-index.html,https://www.sec.gov/Archives/edgar/data/812801/000175272424065293/primary_doc.xml
10-D,Distribution report,2024-03-26,2024-03-12,BENCHMARK 2018-B6 MORTGAGE TRUST,,0001751874,1751874,"New York, New York",Delaware,333-207132-19,24784075,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207132-19&action=getcompany,https://www.sec.gov/Archives/edgar/data/1751874/000162829724000184/0001628297-24-000184-index.html,https://www.sec.gov/Archives/edgar/data/1751874/000162829724000184/ex99_1.htm
10-D,Distribution report,2024-03-26,2024-03-12,CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-P6,,0001690255,1690255,"New York, New York",Delaware,333-207132-09,24783330,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207132-09&action=getcompany,https://www.sec.gov/Archives/edgar/data/1690255/000162829724000174/0001628297-24-000174-index.html,https://www.sec.gov/Archives/edgar/data/1690255/000162829724000174/ex99_1.htm
NPORT-P,,2024-03-26,2024-01-31,MFS SERIES TRUST IX,,0000063075,63075,"Boston, Massachusetts",Massachusetts,811-02464,24782110,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-02464&action=getcompany,https://www.sec.gov/Archives/edgar/data/63075/000175272424067335/0001752724-24-067335-index.html,https://www.sec.gov/Archives/edgar/data/63075/000175272424067335/edgar.htm
NPORT-P,,2024-01-29,2023-11-30,Invesco Trust for Investment Grade Municipals,VGM,0000880892,880892,"Atlanta, Georgia",Massachusetts,811-06471,24572214,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-06471&action=getcompany,https://www.sec.gov/Archives/edgar/data/880892/000175272424017984/0001752724-24-017984-index.html,https://www.sec.gov/Archives/edgar/data/880892/000175272424017984/primary_doc.xml
NPORT-P,,2024-02-27,2023-12-31,NUVEEN MUNICIPAL TRUST/MA,,0001020660,102066,"Chicago, Illinois",Massachusetts,811-07873,24686339,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07873&action=getcompany,https://www.sec.gov/Archives/edgar/data/102066/000175272424043146/0001752724-24-043146-index.html,https://www.sec.gov/Archives/edgar/data/102066/000175272424043146/primary_doc.xml
NPORT-P,,2024-02-26,2023-12-31,MFS MUNICIPAL SERIES TRUST,,0000751656,751656,"Boston, Massachusetts",Massachusetts,811-04096,24673962,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-04096&action=getcompany,https://www.sec.gov/Archives/edgar/data/751656/000175272424037837/0001752724-24-037837-index.html,https://www.sec.gov/Archives/edgar/data/751656/000175272424037837/edgar.htm
10-D,Distribution report,2024-02-26,2024-02-12,CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-P6,,0001690255,1690255,"New York, New York",Delaware,333-207132-09,24674980,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207132-09&action=getcompany,https://www.sec.gov/Archives/edgar/data/1690255/000162829724000099/0001628297-24-000099-index.html,https://www.sec.gov/Archives/edgar/data/1690255/000162829724000099/ex99_1.htm
N-MFP2,Monthly portfolio holdings schedule,2024-02-07,2024-01-31,Federated Hermes Money Market Obligations Trust,,0000856517,856517,"Warrendale, Pennsylvania",Massachusetts,811-05950,24602744,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-05950&action=getcompany,https://www.sec.gov/Archives/edgar/data/856517/000125889724000026/0001258897-24-000026-index.html,https://www.sec.gov/Archives/edgar/data/856517/000125889724000026/primary_doc.xml
NPORT-P,,2024-01-25,2023-11-30,NUVEEN MULTISTATE TRUST II /MA/,,0001018975,1018975,"Chicago, Illinois",Massachusetts,811-07755,24560577,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07755&action=getcompany,https://www.sec.gov/Archives/edgar/data/1018975/000175272424013472/0001752724-24-013472-index.html,https://www.sec.gov/Archives/edgar/data/1018975/000175272424013472/primary_doc.xml
10-K,Annual report,2024-02-14,2023-12-31,"BLACKSTONE MORTGAGE TRUST, INC.",BXMT,0001061630,106163,"New York, New York",Maryland,001-14788,24632119,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-14788&action=getcompany,https://www.sec.gov/Archives/edgar/data/106163/000106163024000029/0001061630-24-000029-index.html,https://www.sec.gov/Archives/edgar/data/106163/000106163024000029/exhibit991.htm
10-K,Annual report,2024-03-27,2023-12-31,Sky Harbour Group Corp,"SKYH, SKYH-WT",0001823587,1823587,"Omaha, Nebraska",Delaware,001-39648,24790523,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39648&action=getcompany,https://www.sec.gov/Archives/edgar/data/1823587/000143774924009585/0001437749-24-009585-index.html,https://www.sec.gov/Archives/edgar/data/1823587/000143774924009585/ex_642911.htm
D,Notice of sales of unregistered securities,2024-03-13,,VIQ Solutions Inc.,VQSSF,0001777765,1777765,"Mississauga, Ontario, Canada","Ontario, Canada",021-507488,24745931,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=021-507488&action=getcompany,https://www.sec.gov/Archives/edgar/data/1777765/000110465924033918/0001104659-24-033918-index.html,https://www.sec.gov/Archives/edgar/data/1777765/000110465924033918/primary_doc.xml
10-K,Annual report,2024-03-27,2022-12-31,"Lodging Fund REIT III, Inc.",,0001745032,1745032,"Fargo, North Dakota",Maryland,000-56082,24789495,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-56082&action=getcompany,https://www.sec.gov/Archives/edgar/data/1745032/000155837024004065/0001558370-24-004065-index.html,https://www.sec.gov/Archives/edgar/data/1745032/000155837024004065/lfr-20221231xex10d262.htm
N-CSR,Annual shareholder report,2024-01-29,2023-11-30,VANGUARD CALIFORNIA TAX-FREE FUNDS,,0000783401,783401,"Valley Forge, Pennsylvania",Delaware,811-04474,24573810,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-04474&action=getcompany,https://www.sec.gov/Archives/edgar/data/783401/000110465924007727/0001104659-24-007727-index.html,https://www.sec.gov/Archives/edgar/data/783401/000110465924007727/tm241861d5_ncsr.htm
NPORT-P,,2024-02-26,2023-12-31,MFS MUNICIPAL SERIES TRUST,,0000751656,751656,"Boston, Massachusetts",Massachusetts,811-04096,24673956,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-04096&action=getcompany,https://www.sec.gov/Archives/edgar/data/751656/000175272424037833/0001752724-24-037833-index.html,https://www.sec.gov/Archives/edgar/data/751656/000175272424037833/edgar.htm
10-D,Distribution report,2024-03-01,2024-02-16,CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-C7,,0001794303,1794303,"New York, New York",Delaware,333-228597-05,24708926,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-228597-05&action=getcompany,https://www.sec.gov/Archives/edgar/data/1794303/000162829724000149/0001628297-24-000149-index.html,https://www.sec.gov/Archives/edgar/data/1794303/000162829724000149/ex99_1.htm
NPORT-P,,2024-03-18,2024-01-31,VanEck ETF Trust,,0001137360,113736,"New York, New York",[],811-10325,24757844,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-10325&action=getcompany,https://www.sec.gov/Archives/edgar/data/113736/000175272424057155/0001752724-24-057155-index.html,https://www.sec.gov/Archives/edgar/data/113736/000175272424057155/NPORT_VSHY_19134133_0124.htm
N-MFP2,Monthly portfolio holdings schedule,2024-03-07,2024-02-29,Federated Hermes Money Market Obligations Trust,,0000856517,856517,"Warrendale, Pennsylvania",Massachusetts,811-05950,24728807,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-05950&action=getcompany,https://www.sec.gov/Archives/edgar/data/856517/000125889724000042/0001258897-24-000042-index.html,https://www.sec.gov/Archives/edgar/data/856517/000125889724000042/primary_doc.xml
10-D,Distribution report,2024-02-26,2024-02-12,BENCHMARK 2018-B6 MORTGAGE TRUST,,0001751874,1751874,"New York, New York",Delaware,333-207132-19,24675582,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207132-19&action=getcompany,https://www.sec.gov/Archives/edgar/data/1751874/000162829724000109/0001628297-24-000109-index.html,https://www.sec.gov/Archives/edgar/data/1751874/000162829724000109/ex99_1.htm
NPORT-P,,2024-02-28,2023-12-31,NUVEEN MUNICIPAL TRUST/MA,,0001020660,102066,"Chicago, Illinois",Massachusetts,811-07873,24691755,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07873&action=getcompany,https://www.sec.gov/Archives/edgar/data/102066/000175272424045213/0001752724-24-045213-index.html,https://www.sec.gov/Archives/edgar/data/102066/000175272424045213/primary_doc.xml
NPORT-P,,2024-03-25,2024-01-31,MAINSTAY FUNDS TRUST,,0001469192,1469192,"New York, New York",Delaware,811-22321,24779520,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22321&action=getcompany,https://www.sec.gov/Archives/edgar/data/1469192/000175272424066286/0001752724-24-066286-index.html,https://www.sec.gov/Archives/edgar/data/1469192/000175272424066286/primary_doc.xml
NPORT-P,,2024-01-25,2023-11-30,NUVEEN MULTISTATE TRUST I,,0001018972,1018972,"Chicago, Illinois",Massachusetts,811-07747,24560559,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-07747&action=getcompany,https://www.sec.gov/Archives/edgar/data/1018972/000175272424013416/0001752724-24-013416-index.html,https://www.sec.gov/Archives/edgar/data/1018972/000175272424013416/primary_doc.xml
NPORT-P,,2024-02-28,2023-12-31,EATON VANCE MUNICIPALS TRUST,,0000778365,778365,"Boston, Massachusetts",[],811-04409,24694182,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-04409&action=getcompany,https://www.sec.gov/Archives/edgar/data/778365/000175272424046099/0001752724-24-046099-index.html,https://www.sec.gov/Archives/edgar/data/778365/000175272424046099/NPORT_FJ2W_92616703_1223.htm
NPORT-P,,2024-01-25,2023-11-30,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,NCA,0000818851,818851,"Chicago, Illinois",Massachusetts,811-05235,24560576,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-05235&action=getcompany,https://www.sec.gov/Archives/edgar/data/818851/000175272424013474/0001752724-24-013474-index.html,https://www.sec.gov/Archives/edgar/data/818851/000175272424013474/primary_doc.xml
NPORT-P,,2024-03-26,2024-01-31,MFS SERIES TRUST IX,,0000063075,63075,"Boston, Massachusetts",Massachusetts,811-02464,24782110,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-02464&action=getcompany,https://www.sec.gov/Archives/edgar/data/63075/000175272424067335/0001752724-24-067335-index.html,https://www.sec.gov/Archives/edgar/data/63075/000175272424067335/primary_doc.xml
NPORT-P,,2024-03-25,2024-01-31,MAINSTAY FUNDS,,0000787441,787441,"New York, New York",Massachusetts,811-04550,24779095,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-04550&action=getcompany,https://www.sec.gov/Archives/edgar/data/787441/000175272424066223/0001752724-24-066223-index.html,https://www.sec.gov/Archives/edgar/data/787441/000175272424066223/primary_doc.xml
NPORT-P,,2024-01-29,2023-11-30,Invesco Value Municipal Income Trust,IIM,0000885601,885601,"Atlanta, Georgia",Massachusetts,811-06590,24572182,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-06590&action=getcompany,https://www.sec.gov/Archives/edgar/data/885601/000175272424017954/0001752724-24-017954-index.html,https://www.sec.gov/Archives/edgar/data/885601/000175272424017954/primary_doc.xml
10-D,Distribution report,2024-01-26,2024-01-12,CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-P6,,0001690255,1690255,"New York, New York",Delaware,333-207132-09,24566166,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207132-09&action=getcompany,https://www.sec.gov/Archives/edgar/data/1690255/000162829724000020/0001628297-24-000020-index.html,https://www.sec.gov/Archives/edgar/data/1690255/000162829724000020/ex99_1.htm
