root_form,form_name,filed_at,reporting_for,entity_name,ticker,company_cik,company_cik_trimmed,place_of_business,incorporated_location,file_num,film_num,file_num_search_url,filing_details_url,filing_document_url
DEF 14A,Proxy statement,2024-04-29,2024-06-14,"Lifeway Foods, Inc.",LWAY,0000814586,814586,"Morton Grove, Illinois",Illinois,000-17363,24886912,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-17363&action=getcompany,https://www.sec.gov/Archives/edgar/data/814586/000168316824002769/0001683168-24-002769-index.html,https://www.sec.gov/Archives/edgar/data/814586/000168316824002769/lifeway_def14a.htm
S-4,Registration statement - business combination,2024-05-13,,"Kintara Therapeutics, Inc.","KTRA, DMPWW",0001498382,1498382,"San Diego, California",Nevada,333-279368,24939042,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-279368&action=getcompany,https://www.sec.gov/Archives/edgar/data/1498382/000119312524137213/0001193125-24-137213-index.html,https://www.sec.gov/Archives/edgar/data/1498382/000119312524137213/d758237dex1034.htm
DEF 14A,Proxy statement,2024-03-29,2024-05-14,Knife River Corp,KNF,0001955520,195552,"Bismarck, North Dakota",Delaware,001-41642,24802618,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41642&action=getcompany,https://www.sec.gov/Archives/edgar/data/195552/000195552024000016/0001955520-24-000016-index.html,https://www.sec.gov/Archives/edgar/data/195552/000195552024000016/krc-20240329.htm
DEF 14A,Proxy statement,2024-08-01,2024-09-24,Canopy Growth Corp,CGC,0001737927,1737927,"Smith Falls, Ontario, Canada",Canada (Federal Level),001-38496,241164644,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38496&action=getcompany,https://www.sec.gov/Archives/edgar/data/1737927/000110465924084685/0001104659-24-084685-index.html,https://www.sec.gov/Archives/edgar/data/1737927/000110465924084685/tm2420248d3_def14a.htm
S-1,Registration statement,2024-06-28,,"Artiva Biotherapeutics, Inc.",,0001817241,1817241,"San Diego, California",Delaware,333-280568,241085585,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-280568&action=getcompany,https://www.sec.gov/Archives/edgar/data/1817241/000119312524172230/0001193125-24-172230-index.html,https://www.sec.gov/Archives/edgar/data/1817241/000119312524172230/d808948dex1036.htm
DEF 14A,Proxy statement,2024-04-12,2024-05-15,"COVENANT LOGISTICS GROUP, INC.",CVLG,0000928658,928658,"Chattanooga, Tennessee",Nevada,000-24960,24842417,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-24960&action=getcompany,https://www.sec.gov/Archives/edgar/data/928658/000143774924011929/0001437749-24-011929-index.html,https://www.sec.gov/Archives/edgar/data/928658/000143774924011929/cvti20240408_def14a.htm
DRS,Draft registration statement,2024-05-03,,"Artiva Biotherapeutics, Inc.",,0001817241,1817241,"San Diego, California",Delaware,377-07214,24914384,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=377-07214&action=getcompany,https://www.sec.gov/Archives/edgar/data/1817241/000095012324003803/0000950123-24-003803-index.html,https://www.sec.gov/Archives/edgar/data/1817241/000095012324003803/filename29.htm
DEF 14A,Proxy statement,2024-06-06,2024-05-29,"Leafly Holdings, Inc. /DE","LFLY, LFLYW",0001785592,1785592,"Seattle, Washington",Washington,001-39119,241024909,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39119&action=getcompany,https://www.sec.gov/Archives/edgar/data/1785592/000095017024069852/0000950170-24-069852-index.html,https://www.sec.gov/Archives/edgar/data/1785592/000095017024069852/lfly_2024_def_proxy.htm
8-K,Current report,2024-01-04,2024-01-02,"Tego Cyber, Inc.",TGCB,0001815632,1815632,"Las Vegas, Nevada",Nevada,000-56370,24511405,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-56370&action=getcompany,https://www.sec.gov/Archives/edgar/data/1815632/000165495424000185/0001654954-24-000185-index.html,https://www.sec.gov/Archives/edgar/data/1815632/000165495424000185/tgcb_8k.htm
DEF 14A,Proxy statement,2024-04-03,2024-05-22,"AVIS BUDGET GROUP, INC.",CAR,0000723612,723612,"Parsippany, New Jersey",Delaware,001-10308,24818792,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-10308&action=getcompany,https://www.sec.gov/Archives/edgar/data/723612/000114036124017590/0001140361-24-017590-index.html,https://www.sec.gov/Archives/edgar/data/723612/000114036124017590/ny20022766x1_def14a.htm
DEF 14A,Proxy statement,2024-04-26,2024-06-11,Informatica Inc.,INFA,0001868778,1868778,"Redwood City, California",[],001-40936,24884075,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40936&action=getcompany,https://www.sec.gov/Archives/edgar/data/1868778/000186877824000015/0001868778-24-000015-index.html,https://www.sec.gov/Archives/edgar/data/1868778/000186877824000015/infa-20240425.htm
DEF 14A,Proxy statement,2024-04-01,2024-05-17,FORMFACTOR INC,FORM,0001039399,1039399,"Livermore, California",Delaware,000-50307,24809068,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-50307&action=getcompany,https://www.sec.gov/Archives/edgar/data/1039399/000114036124016895/0001140361-24-016895-index.html,https://www.sec.gov/Archives/edgar/data/1039399/000114036124016895/ny20018943x1_def14a.htm
DEF 14A,Proxy statement,2024-03-21,2023-12-31,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,AXL,0001062231,1062231,"Detroit, Michigan",Delaware,001-14303,24769557,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-14303&action=getcompany,https://www.sec.gov/Archives/edgar/data/1062231/000106223124000043/0001062231-24-000043-index.html,https://www.sec.gov/Archives/edgar/data/1062231/000106223124000043/axl-20240320.htm
DEF 14A,Proxy statement,2024-04-24,2024-06-06,Wheels Up Experience Inc.,"UP, WSUPW",0001819516,1819516,"Chamblee, Georgia",[],001-39541,24871015,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39541&action=getcompany,https://www.sec.gov/Archives/edgar/data/1819516/000114036124021742/0001140361-24-021742-index.html,https://www.sec.gov/Archives/edgar/data/1819516/000114036124021742/ny20021761x1_def14a.htm
DEF 14A,Proxy statement,2024-05-24,2024-05-24,Bunker Hill Mining Corp.,BHLL,0001407583,1407583,"Ontario, Ontario, Canada",Nevada,333-150028,24984223,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-150028&action=getcompany,https://www.sec.gov/Archives/edgar/data/1407583/000149315224021343/0001493152-24-021343-index.html,https://www.sec.gov/Archives/edgar/data/1407583/000149315224021343/formdef14a.htm
8-K,Current report,2024-06-28,2024-06-24,TUCOWS INC /PA/,TCX,0000909494,909494,"Toronto, Ontario, Canada",Pennsylvania,001-32600,241081714,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-32600&action=getcompany,https://www.sec.gov/Archives/edgar/data/909494/000143774924021487/0001437749-24-021487-index.html,https://www.sec.gov/Archives/edgar/data/909494/000143774924021487/tcx20240627_8k.htm
DEF 14A,Proxy statement,2024-04-12,2024-05-23,"Nuvera Communications, Inc.",NUVR,0000071557,71557,"New Ulm, Minnesota",Minnesota,000-03024,24839903,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-03024&action=getcompany,https://www.sec.gov/Archives/edgar/data/71557/000151316224000050/0001513162-24-000050-index.html,https://www.sec.gov/Archives/edgar/data/71557/000151316224000050/def14a.htm
8-K,Current report,2024-03-08,2024-03-05,FLEXSTEEL INDUSTRIES INC,FLXS,0000037472,37472,"Dubuque, Iowa",Minnesota,000-05151,24735268,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-05151&action=getcompany,https://www.sec.gov/Archives/edgar/data/37472/000095017024028722/0000950170-24-028722-index.html,https://www.sec.gov/Archives/edgar/data/37472/000095017024028722/flxs-ex3_1.htm
F-1,Registration statement,2024-02-06,,Energys Group Ltd,,0001971828,1971828,"West Sussex, United Kingdom",Cayman Islands,333-275956,24601124,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-275956&action=getcompany,https://www.sec.gov/Archives/edgar/data/1971828/000149315224005120/0001493152-24-005120-index.html,https://www.sec.gov/Archives/edgar/data/1971828/000149315224005120/ex10-13.htm
PRE 14A,Proxy statement (preliminary),2024-04-16,2024-06-11,Informatica Inc.,INFA,0001868778,1868778,"Redwood City, California",[],001-40936,24848260,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40936&action=getcompany,https://www.sec.gov/Archives/edgar/data/1868778/000186877824000010/0001868778-24-000010-index.html,https://www.sec.gov/Archives/edgar/data/1868778/000186877824000010/infa-20240416.htm
DEF 14A,Proxy statement,2024-03-19,2024-05-07,NVR INC,NVR,0000906163,906163,"Reston, Virginia",Virginia,001-12378,24761364,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-12378&action=getcompany,https://www.sec.gov/Archives/edgar/data/906163/000090616324000062/0000906163-24-000062-index.html,https://www.sec.gov/Archives/edgar/data/906163/000090616324000062/nvr-20240319.htm
6-K,Current report,2024-05-23,2024-05-23,Electra Battery Materials Corp,ELBM,0001907184,1907184,"Toronto, Ontario, Canada","Ontario, Canada",001-41356,24975223,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41356&action=getcompany,https://www.sec.gov/Archives/edgar/data/1907184/000110465924064531/0001104659-24-064531-index.html,https://www.sec.gov/Archives/edgar/data/1907184/000110465924064531/tm2415304d1_ex99-5.htm
DEF 14A,Proxy statement,2024-04-26,2024-06-11,"NASDAQ, INC.",NDAQ,0001120193,1120193,"New York, New York",Delaware,001-38855,24884429,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38855&action=getcompany,https://www.sec.gov/Archives/edgar/data/1120193/000119312524118183/0001193125-24-118183-index.html,https://www.sec.gov/Archives/edgar/data/1120193/000119312524118183/d739414ddef14a.htm
DEF 14A,Proxy statement,2024-04-24,2024-06-05,"Axogen, Inc.",AXGN,0000805928,805928,"Alachua, Florida",Minnesota,001-36046,24866732,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36046&action=getcompany,https://www.sec.gov/Archives/edgar/data/805928/000080592824000066/0000805928-24-000066-index.html,https://www.sec.gov/Archives/edgar/data/805928/000080592824000066/axgn-20240424.htm
6-K,Current report,2024-04-17,2024-04-17,LITHIUM AMERICAS CORP.,LAC,0001966983,1966983,"Vancouver, British Columbia, Canada","British Columbia, Canada",001-41788,24851869,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41788&action=getcompany,https://www.sec.gov/Archives/edgar/data/1966983/000095017024045173/0000950170-24-045173-index.html,https://www.sec.gov/Archives/edgar/data/1966983/000095017024045173/lac-ex99_3.htm
DEF 14A,Proxy statement,2024-04-10,2024-04-10,"PINTEREST, INC.",PINS,0001506293,1506293,"San Francisco, California",Delaware,001-38872,24835810,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38872&action=getcompany,https://www.sec.gov/Archives/edgar/data/1506293/000150629324000055/0001506293-24-000055-index.html,https://www.sec.gov/Archives/edgar/data/1506293/000150629324000055/pins-20240410.htm
DEF 14A,Proxy statement,2024-05-17,2024-01-31,"HEALTHEQUITY, INC.",HQY,0001428336,1428336,"Draper, Utah",Delaware,001-36568,24957750,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36568&action=getcompany,https://www.sec.gov/Archives/edgar/data/1428336/000142833624000027/0001428336-24-000027-index.html,https://www.sec.gov/Archives/edgar/data/1428336/000142833624000027/hqy-20240517.htm
ARS,Annual report,2024-03-29,2023-12-31,BRIGHTCOVE INC,BCOV,0001313275,1313275,"Boston, Massachusetts",Delaware,001-35429,24802075,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35429&action=getcompany,https://www.sec.gov/Archives/edgar/data/1313275/000119312524081569/0001193125-24-081569-index.html,https://www.sec.gov/Archives/edgar/data/1313275/000119312524081569/d797082dars.pdf
DEF 14A,Proxy statement,2024-04-19,2024-05-29,INTERNATIONAL TOWER HILL MINES LTD,THM,0001134115,1134115,"Vancouver, British Columbia, Canada","British Columbia, Canada",001-33638,24855648,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-33638&action=getcompany,https://www.sec.gov/Archives/edgar/data/1134115/000110465924049121/0001104659-24-049121-index.html,https://www.sec.gov/Archives/edgar/data/1134115/000110465924049121/tm242860d1_def14a.htm
8-K,Current report,2024-06-27,2024-06-21,"Thunder Power Holdings, Inc.","AIEV, FLFV, FLFVR, FLFVU, FLFVW",0001912582,1912582,"Metuchen, New Jersey",Delaware,001-41424,241074974,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41424&action=getcompany,https://www.sec.gov/Archives/edgar/data/1912582/000121390024056282/0001213900-24-056282-index.html,https://www.sec.gov/Archives/edgar/data/1912582/000121390024056282/ea020833401ex10-2_thunder.htm
DEF 14A,Proxy statement,2024-03-28,2024-05-09,COPT DEFENSE PROPERTIES,CDP,0000860546,860546,"Columbia, Maryland",Maryland,001-14023,24798158,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-14023&action=getcompany,https://www.sec.gov/Archives/edgar/data/860546/000086054624000021/0000860546-24-000021-index.html,https://www.sec.gov/Archives/edgar/data/860546/000086054624000021/cdp-20240326.htm
PRE 14A,Proxy statement (preliminary),2024-04-04,2024-06-05,"Axogen, Inc.",AXGN,0000805928,805928,"Alachua, Florida",Minnesota,001-36046,24823528,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36046&action=getcompany,https://www.sec.gov/Archives/edgar/data/805928/000080592824000058/0000805928-24-000058-index.html,https://www.sec.gov/Archives/edgar/data/805928/000080592824000058/axgn-20240404.htm
6-K,Current report,2024-03-14,2024-02-29,TRX GOLD Corp,TRX,0001173643,1173643,"Oakville, Ontario, Canada","Alberta, Canada",001-32500,24751116,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-32500&action=getcompany,https://www.sec.gov/Archives/edgar/data/1173643/000117184324001355/0001171843-24-001355-index.html,https://www.sec.gov/Archives/edgar/data/1173643/000117184324001355/exh_991.htm
425,Prospectus/communication re business combination,2024-06-27,,"['Thunder Power Holdings, Inc.', 'Thunder Power Holdings, Inc.']","['AIEV, FLFV, FLFVR, FLFVU, FLFVW', 'AIEV, FLFV, FLFVR, FLFVU, FLFVW']","['0001912582', '0001912582']","['1912582', '1912582']","['Metuchen, New Jersey', 'Metuchen, New Jersey']","['Delaware', 'Delaware']",001-41424,241074977,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41424&action=getcompany,"['https://www.sec.gov/Archives/edgar/data/1912582/000121390024056284/0001213900-24-056284-index.html', 'https://www.sec.gov/Archives/edgar/data/1912582/000121390024056284/0001213900-24-056284-index.html']","['https://www.sec.gov/Archives/edgar/data/1912582/000121390024056284/ea020833401ex10-2_thunder.htm', 'https://www.sec.gov/Archives/edgar/data/1912582/000121390024056284/ea020833401ex10-2_thunder.htm']"
DEF 14A,Proxy statement,2024-03-29,2024-05-15,"Elevance Health, Inc.",ELV,0001156039,1156039,"Indianapolis, Indiana",Indiana,001-16751,24804196,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-16751&action=getcompany,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000050/0001156039-24-000050-index.html,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000050/elv-20240329.htm
DEF 14A,Proxy statement,2024-04-05,2024-05-16,CVS HEALTH Corp,CVS,0000064803,64803,"Woonsocket, Rhode Island",Delaware,001-01011,24826516,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-01011&action=getcompany,https://www.sec.gov/Archives/edgar/data/64803/000130817924000463/0001308179-24-000463-index.html,https://www.sec.gov/Archives/edgar/data/64803/000130817924000463/lcvs2024_def14a.pdf
8-K,Current report,2024-03-12,2024-03-11,Drilling Tools International Corp,DTI,0001884516,1884516,"Houston, Texas",Delaware,001-41103,24739614,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41103&action=getcompany,https://www.sec.gov/Archives/edgar/data/1884516/000119312524065062/0001193125-24-065062-index.html,https://www.sec.gov/Archives/edgar/data/1884516/000119312524065062/d810553dex102.htm
DEF 14A,Proxy statement,2024-03-29,2023-12-31,HERC HOLDINGS INC,HRI,0001364479,1364479,"Bonita Springs, Florida",Delaware,001-33139,24802168,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-33139&action=getcompany,https://www.sec.gov/Archives/edgar/data/1364479/000136447924000015/0001364479-24-000015-index.html,https://www.sec.gov/Archives/edgar/data/1364479/000136447924000015/hri-20240325.htm
DEF 14A,Proxy statement,2024-04-02,2024-05-15,ICU MEDICAL INC/DE,ICUI,0000883984,883984,"San Clemente, California",Delaware,001-34634,24812614,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-34634&action=getcompany,https://www.sec.gov/Archives/edgar/data/883984/000088398424000010/0000883984-24-000010-index.html,https://www.sec.gov/Archives/edgar/data/883984/000088398424000010/icui-20240401.htm
8-K,Current report,2024-05-01,2024-04-26,LUNA INNOVATIONS INC,LUNA,0001239819,1239819,"Roanoke, Virginia",Delaware,000-52008,24903998,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-52008&action=getcompany,https://www.sec.gov/Archives/edgar/data/1239819/000123981924000058/0001239819-24-000058-index.html,https://www.sec.gov/Archives/edgar/data/1239819/000123981924000058/lunainnovationspressreleas.htm
DEF 14A,Proxy statement,2024-04-17,2024-04-17,"DOCUSIGN, INC.",DOCU,0001261333,1261333,"San Francisco, California",Delaware,001-38465,24851049,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38465&action=getcompany,https://www.sec.gov/Archives/edgar/data/1261333/000126133324000059/0001261333-24-000059-index.html,https://www.sec.gov/Archives/edgar/data/1261333/000126133324000059/docu-20240417.htm
DEF 14A,Proxy statement,2024-04-18,2024-06-06,NETFLIX INC,NFLX,0001065280,106528,"Los Gatos, California",Delaware,001-35727,24854958,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35727&action=getcompany,https://www.sec.gov/Archives/edgar/data/106528/000119312524100913/0001193125-24-100913-index.html,https://www.sec.gov/Archives/edgar/data/106528/000119312524100913/d521836ddef14a.htm
6-K,Current report,2024-05-13,2023-12-31,SANDSTORM GOLD LTD,SAND,0001434614,1434614,"Vancouver, British Columbia, Canada","British Columbia, Canada",001-35617,24940438,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35617&action=getcompany,https://www.sec.gov/Archives/edgar/data/1434614/000162828024022960/0001628280-24-022960-index.html,https://www.sec.gov/Archives/edgar/data/1434614/000162828024022960/a991managementinformationc.htm
6-K,Current report,2024-04-01,2024-03-14,PAN AMERICAN SILVER CORP,"PAAS, PAASF",0000771992,771992,"Vancouver, British Columbia, Canada",[],001-41683,24808848,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41683&action=getcompany,https://www.sec.gov/Archives/edgar/data/771992/000077199224000035/0000771992-24-000035-index.html,https://www.sec.gov/Archives/edgar/data/771992/000077199224000035/a2024infocirc.htm
8-K,Current report,2024-03-18,2024-03-14,"MeridianLink, Inc.",MLNK,0001834494,1834494,"Costa Mesa, California",Delaware,001-40680,24756872,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40680&action=getcompany,https://www.sec.gov/Archives/edgar/data/1834494/000183449424000043/0001834494-24-000043-index.html,https://www.sec.gov/Archives/edgar/data/1834494/000183449424000043/exhibit101to3182024formtra.htm
DEF 14A,Proxy statement,2024-03-25,2023-12-31,DIAMOND HILL INVESTMENT GROUP INC,DHIL,0000909108,909108,"Columbus, Ohio",Ohio,000-24498,24777176,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-24498&action=getcompany,https://www.sec.gov/Archives/edgar/data/909108/000090910824000012/0000909108-24-000012-index.html,https://www.sec.gov/Archives/edgar/data/909108/000090910824000012/dhil-20240325.htm
DEF 14A,Proxy statement,2024-04-04,2023-12-29,"ICHOR HOLDINGS, LTD.",ICHR,0001652535,1652535,"Fremont, California",Cayman Islands,001-37961,24823094,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37961&action=getcompany,https://www.sec.gov/Archives/edgar/data/1652535/000162828024014868/0001628280-24-014868-index.html,https://www.sec.gov/Archives/edgar/data/1652535/000162828024014868/ichr-20240403.htm
DEF 14A,Proxy statement,2024-04-05,2024-05-21,CAMDEN NATIONAL CORP,CAC,0000750686,750686,"Camden, Maine",Maine,001-13227,24825480,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-13227&action=getcompany,https://www.sec.gov/Archives/edgar/data/750686/000075068624000116/0000750686-24-000116-index.html,https://www.sec.gov/Archives/edgar/data/750686/000075068624000116/cac-20240405.htm
DEF 14A,Proxy statement,2024-03-22,2024-05-16,NOVAGOLD RESOURCES INC,NG,0001173420,117342,"Salt Lake City, Utah","Ontario, Canada",001-31913,24775872,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-31913&action=getcompany,https://www.sec.gov/Archives/edgar/data/117342/000119312524075361/0001193125-24-075361-index.html,https://www.sec.gov/Archives/edgar/data/117342/000119312524075361/d539879ddef14a.htm
DEF 14A,Proxy statement,2024-01-23,2023-12-31,Adient plc,ADNT,0001670541,1670541,"Dublin, Ireland",Ireland,001-37757,24550526,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37757&action=getcompany,https://www.sec.gov/Archives/edgar/data/1670541/000167054124000018/0001670541-24-000018-index.html,https://www.sec.gov/Archives/edgar/data/1670541/000167054124000018/adnt-20240122.htm
DEF 14A,Proxy statement,2024-04-23,2024-06-04,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,0001058290,105829,"Teaneck, New Jersey",[],000-24429,24862750,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-24429&action=getcompany,https://www.sec.gov/Archives/edgar/data/105829/000130817924000541/0001308179-24-000541-index.html,https://www.sec.gov/Archives/edgar/data/105829/000130817924000541/lctsh2024_def14a.pdf
DEF 14A,Proxy statement,2024-03-15,2024-04-24,"GLACIER BANCORP, INC.",GBCI,0000868671,868671,"Kalispell, Montana",Montana,001-41170,24755494,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41170&action=getcompany,https://www.sec.gov/Archives/edgar/data/868671/000086867124000051/0000868671-24-000051-index.html,https://www.sec.gov/Archives/edgar/data/868671/000086867124000051/gbci-20240315.htm
10-Q,Quarterly report,2024-05-09,2024-03-31,"EVERBRIDGE, INC.",EVBG,0001437352,1437352,"Burlington, Massachusetts",Delaware,001-37874,24931048,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37874&action=getcompany,https://www.sec.gov/Archives/edgar/data/1437352/000095017024057023/0000950170-24-057023-index.html,https://www.sec.gov/Archives/edgar/data/1437352/000095017024057023/evbg-ex10_1.htm
DEF 14C,Information statement,2024-03-06,2024-02-07,Cell MedX Corp.,CMXC,0001493712,1493712,"Vancouver, British Columbia, Canada",Nevada,000-54500,24726651,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-54500&action=getcompany,https://www.sec.gov/Archives/edgar/data/1493712/000139390524000065/0001393905-24-000065-index.html,https://www.sec.gov/Archives/edgar/data/1493712/000139390524000065/cmxc_def14c.htm
DEF 14C,Information statement,2024-03-06,2024-02-07,Cell MedX Corp.,CMXC,0001493712,1493712,"Vancouver, British Columbia, Canada",Nevada,000-54500,24726651,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-54500&action=getcompany,https://www.sec.gov/Archives/edgar/data/1493712/000139390524000065/0001393905-24-000065-index.html,https://www.sec.gov/Archives/edgar/data/1493712/000139390524000065/cmxc_def14c.htm
DEF 14A,Proxy statement,2024-05-13,2024-06-25,FENNEC PHARMACEUTICALS INC.,FENC,0001211583,1211583,"Research Triangle Park, North Carolina","British Columbia, Canada",001-32295,24939796,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-32295&action=getcompany,https://www.sec.gov/Archives/edgar/data/1211583/000155837024007979/0001558370-24-007979-index.html,https://www.sec.gov/Archives/edgar/data/1211583/000155837024007979/tmb-20240625xdef14a.htm
F-4,Registration statement,2024-04-08,,Above Food Ingredients Inc.,ABVE,0001979484,1979484,"Regina, Saskatchewan, Alberta, Canada","Alberta, Canada",333-275005,24827964,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-275005&action=getcompany,https://www.sec.gov/Archives/edgar/data/1979484/000110465924044421/0001104659-24-044421-index.html,https://www.sec.gov/Archives/edgar/data/1979484/000110465924044421/tm2326271d17_ex10-13.htm
10-Q,Quarterly report,2024-06-05,2024-03-31,"HST Global, Inc.",HSTC,0000797564,797564,"Hampton, Virginia",Delaware,000-15303,241019758,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-15303&action=getcompany,https://www.sec.gov/Archives/edgar/data/797564/000167479624000015/0001674796-24-000015-index.html,https://www.sec.gov/Archives/edgar/data/797564/000167479624000015/hstc-20240331.htm
DEF 14A,Proxy statement,2024-04-19,2024-06-06,"Academy Sports & Outdoors, Inc.",ASO,0001817358,1817358,"Katy, Texas",Delaware,001-39589,24857782,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39589&action=getcompany,https://www.sec.gov/Archives/edgar/data/1817358/000181735824000073/0001817358-24-000073-index.html,https://www.sec.gov/Archives/edgar/data/1817358/000181735824000073/aso-20240418.htm
DEF 14A,Proxy statement,2024-03-15,2024-05-09,Discover Financial Services,DFS,0001393612,1393612,"Riverwoods, Illinois",Delaware,001-33378,24752757,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-33378&action=getcompany,https://www.sec.gov/Archives/edgar/data/1393612/000139361224000020/0001393612-24-000020-index.html,https://www.sec.gov/Archives/edgar/data/1393612/000139361224000020/dfs-20240315.htm
DEF 14A,Proxy statement,2024-04-02,2024-05-14,AMERICAN COASTAL INSURANCE Corp,ACIC,0001401521,1401521,"Saint Petersburg, Florida",Delaware,000-52833,24814100,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-52833&action=getcompany,https://www.sec.gov/Archives/edgar/data/1401521/000140152124000030/0001401521-24-000030-index.html,https://www.sec.gov/Archives/edgar/data/1401521/000140152124000030/acicproxy2024.htm
8-K,Current report,2024-03-12,2024-03-08,"Turning Point Brands, Inc.",TPB,0001290677,1290677,"Louisville, Kentucky",Delaware,001-37763,24742071,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37763&action=getcompany,https://www.sec.gov/Archives/edgar/data/1290677/000114036124012800/0001140361-24-012800-index.html,https://www.sec.gov/Archives/edgar/data/1290677/000114036124012800/ef20023900_8k.htm
DEF 14A,Proxy statement,2024-03-26,2024-05-08,"Arcosa, Inc.",ACA,0001739445,1739445,"Dallas, Texas",Delaware,001-38494,24784303,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38494&action=getcompany,https://www.sec.gov/Archives/edgar/data/1739445/000173944524000051/0001739445-24-000051-index.html,https://www.sec.gov/Archives/edgar/data/1739445/000173944524000051/aca-20240326.htm
DEF 14A,Proxy statement,2024-04-04,2024-04-04,Knight-Swift Transportation Holdings Inc.,KNX,0001492691,1492691,"Phoenix, Arizona",[],001-35007,24822700,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35007&action=getcompany,https://www.sec.gov/Archives/edgar/data/1492691/000149269124000047/0001492691-24-000047-index.html,https://www.sec.gov/Archives/edgar/data/1492691/000149269124000047/knx-20240404.htm
DEF 14A,Proxy statement,2024-04-23,2024-06-05,"MIMEDX GROUP, INC.",MDXG,0001376339,1376339,"Marietta, Georgia",[],001-35887,24862264,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35887&action=getcompany,https://www.sec.gov/Archives/edgar/data/1376339/000114036124021104/0001140361-24-021104-index.html,https://www.sec.gov/Archives/edgar/data/1376339/000114036124021104/ny20024697x1_def14a.htm
