root_form,form_name,filed_at,reporting_for,entity_name,ticker,company_cik,company_cik_trimmed,place_of_business,incorporated_location,file_num,film_num,file_num_search_url,filing_details_url,filing_document_url
6-K,Current report,2024-01-16,2024-01-12,Medicenna Therapeutics Corp.,MDNAF,0001807983,1807983,"Toronto, Ontario, Canada",Canada (Federal Level),001-39458,24533231,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39458&action=getcompany,https://www.sec.gov/Archives/edgar/data/1807983/000117184324000246/0001171843-24-000246-index.html,https://www.sec.gov/Archives/edgar/data/1807983/000117184324000246/exh_991.htm
8-K,Current report,2024-06-24,2024-06-18,"Telomir Pharmaceuticals, Inc.",TELO,0001971532,1971532,"Tampa, Florida",Florida,001-41952,241061519,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41952&action=getcompany,https://www.sec.gov/Archives/edgar/data/1971532/000149315224024812/0001493152-24-024812-index.html,https://www.sec.gov/Archives/edgar/data/1971532/000149315224024812/form8-k.htm
8-K,Current report,2024-07-02,2024-06-27,SMITH MIDLAND CORP,SMID,0000924719,924719,"Midland, Virginia",Delaware,001-13752,241094425,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-13752&action=getcompany,https://www.sec.gov/Archives/edgar/data/924719/000165495424008547/0001654954-24-008547-index.html,https://www.sec.gov/Archives/edgar/data/924719/000165495424008547/smid_ex991.htm
8-K,Current report,2024-01-31,2024-01-25,"Neuraxis, INC",NRXS,0001933567,1933567,"Carmel, Indiana",Delaware,001-41775,24580818,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41775&action=getcompany,https://www.sec.gov/Archives/edgar/data/1933567/000149315224004424/0001493152-24-004424-index.html,https://www.sec.gov/Archives/edgar/data/1933567/000149315224004424/form8-k.htm
8-K,Current report,2024-03-29,2024-03-27,TLGY ACQUISITION CORP,"TLGY, TLGYU, TLGYW",0001879814,1879814,"Grand Cayman, Cayman Islands",Cayman Islands,001-41101,24804281,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41101&action=getcompany,https://www.sec.gov/Archives/edgar/data/1879814/000110465924041152/0001104659-24-041152-index.html,https://www.sec.gov/Archives/edgar/data/1879814/000110465924041152/tm249983d1_8k.htm
8-K,Current report,2024-04-19,2024-04-18,GRAPHJET TECHNOLOGY,GTI,0001879373,1879373,"Wilayahpersekutuankuala Lumpur, Malaysia",Malaysia,001-41070,24857745,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41070&action=getcompany,https://www.sec.gov/Archives/edgar/data/1879373/000121390024034506/0001213900-24-034506-index.html,https://www.sec.gov/Archives/edgar/data/1879373/000121390024034506/ea0204211-8k_graphjet.htm
8-K,Current report,2024-08-05,2024-07-30,ZoomInfo Technologies Inc.,ZI,0001794515,1794515,"Vancouver, Washington",Delaware,001-39310,241174871,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39310&action=getcompany,https://www.sec.gov/Archives/edgar/data/1794515/000179451524000132/0001794515-24-000132-index.html,https://www.sec.gov/Archives/edgar/data/1794515/000179451524000132/zi-20240730.htm
8-K,Current report,2024-03-11,2024-03-06,Bright Green Corp,BGXX,0001886799,1886799,"Ft. Lauderdale, Florida",Delaware,001-41395,24737968,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41395&action=getcompany,https://www.sec.gov/Archives/edgar/data/1886799/000149315224009566/0001493152-24-009566-index.html,https://www.sec.gov/Archives/edgar/data/1886799/000149315224009566/form8-k.htm
8-K,Current report,2024-04-04,2024-03-29,"Paragon 28, Inc.",FNA,0001531978,1531978,"Englewood, Colorado",Delaware,001-40902,24821652,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40902&action=getcompany,https://www.sec.gov/Archives/edgar/data/1531978/000119312524086631/0001193125-24-086631-index.html,https://www.sec.gov/Archives/edgar/data/1531978/000119312524086631/d562814d8k.htm
10-Q,Quarterly report,2024-08-06,2024-06-30,Vireo Growth Inc.,"GDNSF, VREOF",0001771706,1771706,"Minneapolis, Minnesota","British Columbia, Canada",000-56225,241179898,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-56225&action=getcompany,https://www.sec.gov/Archives/edgar/data/1771706/000155837024011109/0001558370-24-011109-index.html,https://www.sec.gov/Archives/edgar/data/1771706/000155837024011109/vreof-20240630xex10d75.htm
6-K,Current report,2024-01-09,2024-01-09,GENETIC TECHNOLOGIES LTD,"GENE, GNTLF",0001166272,1166272,"Fitzroy, Victoria, Australia",[],000-51504,24521741,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-51504&action=getcompany,https://www.sec.gov/Archives/edgar/data/1166272/000149315224001772/0001493152-24-001772-index.html,https://www.sec.gov/Archives/edgar/data/1166272/000149315224001772/ex99-1.htm
6-K,Current report,2024-05-28,2024-06-26,FURY GOLD MINES LTD,FURY,0001514597,1514597,"Vancouver, British Columbia, Canada","British Columbia, Canada",001-38145,24992984,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38145&action=getcompany,https://www.sec.gov/Archives/edgar/data/1514597/000106299324011361/0001062993-24-011361-index.html,https://www.sec.gov/Archives/edgar/data/1514597/000106299324011361/exhibit99-3.htm
6-K,Current report,2024-08-07,2024-08-07,TIAN RUIXIANG HOLDINGS LTD,TIRX,0001782941,1782941,"Beijing, China",Cayman Islands,001-39925,241184295,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39925&action=getcompany,https://www.sec.gov/Archives/edgar/data/1782941/000110465924086788/0001104659-24-086788-index.html,https://www.sec.gov/Archives/edgar/data/1782941/000110465924086788/tm2421131d1_6k.htm
8-K,Current report,2024-08-06,2024-08-06,LOGITECH INTERNATIONAL S.A.,LOGI,0001032975,1032975,"San Jose, California",[],000-29174,241179703,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-29174&action=getcompany,https://www.sec.gov/Archives/edgar/data/1032975/000103297524000062/0001032975-24-000062-index.html,https://www.sec.gov/Archives/edgar/data/1032975/000103297524000062/offerletterbetweenlogite.htm
6-K,Current report,2024-01-10,2024-01-10,"Semantix, Inc.","STIX, STIXW",0001896049,1896049,"Sao Paulo, Brazil",Cayman Islands,001-41465,24524888,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41465&action=getcompany,https://www.sec.gov/Archives/edgar/data/1896049/000162828024001001/0001628280-24-001001-index.html,https://www.sec.gov/Archives/edgar/data/1896049/000162828024001001/semantix_05012024x6-k.htm
8-K,Current report,2024-01-19,2024-01-15,MGO Global Inc.,MGOL,0001902794,1902794,"Fort Lauderdale, Florida",Delaware,001-41592,24545608,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41592&action=getcompany,https://www.sec.gov/Archives/edgar/data/1902794/000165495424000769/0001654954-24-000769-index.html,https://www.sec.gov/Archives/edgar/data/1902794/000165495424000769/mgol_8k.htm
8-K,Current report,2024-05-03,2024-05-03,"HST Global, Inc.",HSTC,0000797564,797564,"Hampton, Virginia",Delaware,000-15303,24913934,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-15303&action=getcompany,https://www.sec.gov/Archives/edgar/data/797564/000167479624000008/0001674796-24-000008-index.html,https://www.sec.gov/Archives/edgar/data/797564/000167479624000008/hstc-20231231.htm
8-K,Current report,2024-04-03,2024-04-02,"Driveitaway Holdings, Inc.",DWAY,0001394638,1394638,"Philadelphia, Pennsylvania",Delaware,000-52883,24817204,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-52883&action=getcompany,https://www.sec.gov/Archives/edgar/data/1394638/000173112224000583/0001731122-24-000583-index.html,https://www.sec.gov/Archives/edgar/data/1394638/000173112224000583/e5574_8-k.htm
8-K,Current report,2024-04-23,2024-04-17,"United Homes Group, Inc.","UHG, UHGWW",0001830188,1830188,"Chapin, South Carolina",Delaware,001-39936,24862174,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39936&action=getcompany,https://www.sec.gov/Archives/edgar/data/1830188/000110465924050095/0001104659-24-050095-index.html,https://www.sec.gov/Archives/edgar/data/1830188/000110465924050095/tm2412310d1_8k.htm
8-K,Current report,2024-01-16,2024-01-14,KALTURA INC,KLTR,0001432133,1432133,"New York, New York",[],001-40644,24533611,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40644&action=getcompany,https://www.sec.gov/Archives/edgar/data/1432133/000117891324000157/0001178913-24-000157-index.html,https://www.sec.gov/Archives/edgar/data/1432133/000117891324000157/exhibit_10-2.htm
6-K,Current report,2024-06-28,2024-06-28,GENETIC TECHNOLOGIES LTD,"GENE, GNTLF",0001166272,1166272,"Fitzroy, Victoria, Australia",[],000-51504,241081463,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-51504&action=getcompany,https://www.sec.gov/Archives/edgar/data/1166272/000149315224025530/0001493152-24-025530-index.html,https://www.sec.gov/Archives/edgar/data/1166272/000149315224025530/ex99-1.htm
8-K,Current report,2024-08-05,2024-08-02,"Yum China Holdings, Inc.",YUMC,0001673358,1673358,"Plano, Texas",Delaware,001-37762,241175437,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37762&action=getcompany,https://www.sec.gov/Archives/edgar/data/1673358/000095017024090869/0000950170-24-090869-index.html,https://www.sec.gov/Archives/edgar/data/1673358/000095017024090869/yumc-ex99_3.htm
DEF 14A,Proxy statement,2024-03-28,2024-05-08,"PureCycle Technologies, Inc.","PCT, PCTTU, PCTTW",0001830033,1830033,"Orlando, Florida",Delaware,001-40234,24799625,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40234&action=getcompany,https://www.sec.gov/Archives/edgar/data/1830033/000119312524080705/0001193125-24-080705-index.html,https://www.sec.gov/Archives/edgar/data/1830033/000119312524080705/d41391ddef14a.htm
8-K,Current report,2024-05-31,2024-05-28,1606 CORP.,CBDW,0001877461,1877461,"Phoenix, Arizona",Nevada,000-56467,241010253,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-56467&action=getcompany,https://www.sec.gov/Archives/edgar/data/1877461/000147793224003428/0001477932-24-003428-index.html,https://www.sec.gov/Archives/edgar/data/1877461/000147793224003428/onesix_8k.htm
1-A,Offering statement,2024-05-02,,"Gem Industries Group, Inc.",,0002008813,2008813,"Lexington, Oklahoma",Oklahoma,024-12423,24907453,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=024-12423&action=getcompany,https://www.sec.gov/Archives/edgar/data/2008813/000147793224002489/0001477932-24-002489-index.html,https://www.sec.gov/Archives/edgar/data/2008813/000147793224002489/gem_ex22.htm
1-A,Offering statement,2024-04-18,,"Gem Industries Group, Inc.",,0002008813,2008813,"Lexington, Oklahoma",Oklahoma,024-12423,24853980,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=024-12423&action=getcompany,https://www.sec.gov/Archives/edgar/data/2008813/000147793224002234/0001477932-24-002234-index.html,https://www.sec.gov/Archives/edgar/data/2008813/000147793224002234/gem_ex22.htm
6-K,Current report,2024-02-09,2024-02-09,MoneyHero Ltd,"MNY, MNYWW",0001974044,1974044,"Singapore, Singapore",Cayman Islands,001-41838,24611009,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41838&action=getcompany,https://www.sec.gov/Archives/edgar/data/1974044/000119312524029048/0001193125-24-029048-index.html,https://www.sec.gov/Archives/edgar/data/1974044/000119312524029048/d720064dex991.htm
8-K,Current report,2024-05-07,2024-04-30,"NYIAX, INC.",,0001679379,1679379,"New York, New York",Delaware,001-41626,24921597,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41626&action=getcompany,https://www.sec.gov/Archives/edgar/data/1679379/000121390024040458/0001213900-24-040458-index.html,https://www.sec.gov/Archives/edgar/data/1679379/000121390024040458/ea0205424-8k_nyiax.htm
DEF 14A,Proxy statement,2024-03-27,2024-05-08,"Century Communities, Inc.",CCS,0001576940,157694,"Greenwood Village, Colorado",Delaware,001-36491,24785640,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36491&action=getcompany,https://www.sec.gov/Archives/edgar/data/157694/000114036124015425/0001140361-24-015425-index.html,https://www.sec.gov/Archives/edgar/data/157694/000114036124015425/ny20020702x1_def14a.htm
8-K,Current report,2024-02-05,2024-01-16,SEI INVESTMENTS CO,SEIC,0000350894,350894,"Oaks, Pennsylvania",Pennsylvania,000-10200,24594212,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-10200&action=getcompany,https://www.sec.gov/Archives/edgar/data/350894/000035089424000009/0000350894-24-000009-index.html,https://www.sec.gov/Archives/edgar/data/350894/000035089424000009/ex993corpcfoappointment2.htm
1-A,Offering statement,2024-04-25,,"Gem Industries Group, Inc.",,0002008813,2008813,"Lexington, Oklahoma",Oklahoma,024-12423,24877208,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=024-12423&action=getcompany,https://www.sec.gov/Archives/edgar/data/2008813/000147793224002330/0001477932-24-002330-index.html,https://www.sec.gov/Archives/edgar/data/2008813/000147793224002330/gem_ex22.htm
8-K,Current report,2024-08-05,2024-08-02,"Yum China Holdings, Inc.",YUMC,0001673358,1673358,"Plano, Texas",Delaware,001-37762,241175437,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37762&action=getcompany,https://www.sec.gov/Archives/edgar/data/1673358/000095017024090869/0000950170-24-090869-index.html,https://www.sec.gov/Archives/edgar/data/1673358/000095017024090869/yumc-20240802.htm
1-A,Offering statement,2024-06-07,,ACME ATRONOMATIC INC,,0001985076,1985076,"Orlando, Florida",Delaware,024-12445,241026867,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=024-12445&action=getcompany,https://www.sec.gov/Archives/edgar/data/1985076/000110465924069181/0001104659-24-069181-index.html,https://www.sec.gov/Archives/edgar/data/1985076/000110465924069181/tm2416403d1_ex2-3.htm
8-K,Current report,2024-04-17,2024-04-10,AdaptHealth Corp.,AHCO,0001725255,1725255,"Plymouth Meeting, Pennsylvania",Delaware,001-38399,24851319,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38399&action=getcompany,https://www.sec.gov/Archives/edgar/data/1725255/000110465924048318/0001104659-24-048318-index.html,https://www.sec.gov/Archives/edgar/data/1725255/000110465924048318/tm2411833d1_8k.htm
8-K,Current report,2024-02-21,2024-02-20,"MINIM, INC.",MINM,0001467761,1467761,"Manchester, New Hampshire",Delaware,001-37649,24656398,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37649&action=getcompany,https://www.sec.gov/Archives/edgar/data/1467761/000149315224007344/0001493152-24-007344-index.html,https://www.sec.gov/Archives/edgar/data/1467761/000149315224007344/ex10-1.htm
DEF 14A,Proxy statement,2024-04-26,2024-06-12,"FirstCash Holdings, Inc.",FCFS,0000840489,840489,"Fort Worth, Texas",Delaware,001-10960,24878884,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-10960&action=getcompany,https://www.sec.gov/Archives/edgar/data/840489/000084048924000082/0000840489-24-000082-index.html,https://www.sec.gov/Archives/edgar/data/840489/000084048924000082/fcfs-20240425.htm
SC 14F1,Change in board majority,2024-04-23,,"['Landbay Inc', 'Landbay Inc']","['LNBY', 'LNBY']","['0001672572', '0001672572']","['1672572', '1672572']","['Flushing, New York', 'Flushing, New York']","['New York', 'New York']",005-94499,24864820,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=005-94499&action=getcompany,"['https://www.sec.gov/Archives/edgar/data/1672572/000149315224015693/0001493152-24-015693-index.html', 'https://www.sec.gov/Archives/edgar/data/1672572/000149315224015693/0001493152-24-015693-index.html']","['https://www.sec.gov/Archives/edgar/data/1672572/000149315224015693/formsc14f-1.htm', 'https://www.sec.gov/Archives/edgar/data/1672572/000149315224015693/formsc14f-1.htm']"
6-K,Current report,2024-03-05,2024-03-05,"YS Biopharma Co., Ltd.","YS, YSBPW",0001946399,1946399,"Daxing District, Beijing, China",Cayman Islands,001-41598,24718353,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41598&action=getcompany,https://www.sec.gov/Archives/edgar/data/1946399/000121390024019749/0001213900-24-019749-index.html,https://www.sec.gov/Archives/edgar/data/1946399/000121390024019749/ea0201209ex99-1_ysbiopharma.htm
8-K,Current report,2024-06-26,2024-06-26,"SMART Global Holdings, Inc.",SGH,0001616533,1616533,"Newark, California",Cayman Islands,001-38102,241070852,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38102&action=getcompany,https://www.sec.gov/Archives/edgar/data/1616533/000162828024029986/0001628280-24-029986-index.html,https://www.sec.gov/Archives/edgar/data/1616533/000162828024029986/sgh-20240626.htm
8-K,Current report,2024-04-24,2024-04-21,Insight Acquisition Corp. /DE,"INAQ, INAQU, INAQW",0001862463,1862463,"New York, New York",Delaware,001-40775,24870759,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40775&action=getcompany,https://www.sec.gov/Archives/edgar/data/1862463/000121390024035794/0001213900-24-035794-index.html,https://www.sec.gov/Archives/edgar/data/1862463/000121390024035794/ea0204544-8k_insight.htm
8-K,Current report,2024-03-21,2024-03-19,"ShiftPixy, Inc.",PIXY,0001675634,1675634,"Miami, Florida",Wyoming,001-37954,24771292,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37954&action=getcompany,https://www.sec.gov/Archives/edgar/data/1675634/000147793224001407/0001477932-24-001407-index.html,https://www.sec.gov/Archives/edgar/data/1675634/000147793224001407/pixy_ex172.htm
8-K,Current report,2024-08-06,2024-08-05,GENTHERM Inc,THRM,0000903129,903129,"Northville, Michigan",Michigan,000-21810,241179145,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-21810&action=getcompany,https://www.sec.gov/Archives/edgar/data/903129/000119312524194874/0001193125-24-194874-index.html,https://www.sec.gov/Archives/edgar/data/903129/000119312524194874/d881235d8k.htm
